direction	spBLEU	chrF++	len_ratio
est_Latn-ssw_Latn	15.29	39.72	1.025
ewe_Latn-kbp_Latn	8.88	26.03	0.890
som_Latn-tir_Ethi	11.98	20.14	0.975
bjn_Arab-pes_Arab	12.43	29.07	1.039
smo_Latn-pan_Guru	21.67	34.86	0.913
swh_Latn-hye_Armn	29.19	43.69	0.900
slk_Latn-lmo_Latn	7.85	30.62	0.873
lij_Latn-nno_Latn	25.28	47.17	0.979
sin_Sinh-vie_Latn	31.61	50.36	0.946
spa_Latn-ita_Latn	30.27	50.90	0.989
bam_Latn-nso_Latn	13.57	36.03	0.991
snd_Arab-prs_Arab	23.68	44.24	1.002
acm_Arab-knc_Arab	5.06	9.05	1.116
quy_Latn-pag_Latn	8.55	31.11	1.090
taq_Tfng-arb_Arab	7.94	21.37	0.969
eng_Latn-hrv_Latn	38.76	57.17	0.980
gla_Latn-ajp_Arab	19.19	35.50	0.984
bos_Latn-est_Latn	30.25	51.45	0.987
dzo_Tibt-kaz_Cyrl	13.25	31.99	0.930
bul_Cyrl-swh_Latn	27.01	50.74	0.980
pes_Arab-kan_Knda	29.86	45.87	0.976
ary_Arab-yue_Hant	11.00	13.17	0.867
lmo_Latn-tel_Telu	29.31	44.62	0.992
zho_Hant-kir_Cyrl	18.06	37.24	1.069
nob_Latn-nso_Latn	21.87	46.13	1.014
jpn_Jpan-umb_Latn	2.31	23.03	0.776
ilo_Latn-glg_Latn	28.63	49.56	0.955
pan_Guru-zsm_Latn	31.81	56.50	1.000
sat_Beng-glg_Latn	13.91	34.44	0.959
ltz_Latn-hau_Latn	24.46	47.83	0.992
glg_Latn-sot_Latn	17.38	42.61	0.964
kmb_Latn-run_Latn	8.09	27.59	0.985
ell_Grek-ckb_Arab	18.91	39.87	1.023
ssw_Latn-crh_Latn	14.60	33.72	0.946
scn_Latn-ydd_Hebr	14.42	33.10	1.000
oci_Latn-lmo_Latn	9.36	33.14	0.942
aeb_Arab-fur_Latn	22.41	42.50	0.961
ltg_Latn-tel_Telu	28.54	44.85	0.977
pag_Latn-shn_Mymr	9.28	27.28	0.775
lij_Latn-tuk_Latn	18.44	37.99	0.959
lua_Latn-ars_Arab	11.21	23.95	0.844
azb_Arab-ajp_Arab	13.10	29.20	1.066
npi_Deva-quy_Latn	4.55	26.50	1.039
ast_Latn-zho_Hans	24.26	21.22	0.888
slk_Latn-ltz_Latn	27.22	47.64	0.980
fuv_Latn-amh_Ethi	9.11	15.81	1.085
tum_Latn-tsn_Latn	14.82	37.87	0.964
deu_Latn-cjk_Latn	3.42	23.90	0.966
nus_Latn-tso_Latn	11.34	34.47	1.014
heb_Hebr-ilo_Latn	22.48	48.66	0.999
als_Latn-kik_Latn	10.81	32.11	0.927
bho_Deva-swe_Latn	28.58	48.79	0.987
als_Latn-snd_Arab	21.72	38.83	1.032
zsm_Latn-est_Latn	27.78	49.10	0.974
isl_Latn-tgl_Latn	24.43	48.97	0.925
kas_Arab-lin_Latn	14.68	41.52	1.012
kab_Latn-bul_Cyrl	22.06	40.81	0.974
arz_Arab-zho_Hans	23.15	19.31	0.919
ceb_Latn-est_Latn	25.95	47.48	1.010
bak_Cyrl-bod_Tibt	6.61	27.35	0.971
kab_Latn-wol_Latn	6.07	25.09	1.119
ind_Latn-yue_Hant	13.05	15.52	0.824
srp_Cyrl-khk_Cyrl	24.24	41.63	0.991
spa_Latn-pap_Latn	27.06	48.45	1.024
ibo_Latn-eng_Latn	30.34	52.84	1.121
oci_Latn-ltz_Latn	29.19	50.09	1.023
quy_Latn-srp_Cyrl	11.37	28.41	0.933
pag_Latn-kan_Knda	22.12	35.58	0.854
zho_Hant-ind_Latn	24.40	49.65	1.012
ace_Latn-als_Latn	21.25	41.26	0.932
kac_Latn-pbt_Arab	9.98	25.70	1.097
ukr_Cyrl-ory_Orya	22.39	37.96	0.946
shn_Mymr-heb_Hebr	19.71	35.12	0.999
fur_Latn-tuk_Latn	18.35	38.07	0.961
uig_Arab-kac_Latn	11.99	35.99	0.972
prs_Arab-hrv_Latn	28.58	48.91	0.986
dik_Latn-tso_Latn	8.81	28.87	0.972
wol_Latn-ayr_Latn	5.65	27.19	1.057
nld_Latn-tel_Telu	27.40	42.26	0.936
mni_Beng-fij_Latn	15.96	40.92	1.006
prs_Arab-pbt_Arab	18.92	35.19	0.987
zho_Hans-khk_Cyrl	20.87	39.14	1.033
ssw_Latn-plt_Latn	13.20	36.79	0.974
acm_Arab-ell_Grek	30.05	45.25	0.960
kac_Latn-hrv_Latn	13.09	32.86	0.994
lin_Latn-amh_Ethi	16.71	23.82	0.945
bak_Cyrl-kaz_Cyrl	28.79	47.35	0.975
npi_Deva-som_Latn	13.86	38.31	0.986
mal_Mlym-zho_Hans	22.22	19.26	0.877
tum_Latn-ars_Arab	10.58	22.41	0.931
sun_Latn-tzm_Tfng	15.35	26.73	0.991
pan_Guru-tur_Latn	29.54	49.16	1.000
bho_Deva-hau_Latn	19.61	43.78	1.001
pol_Latn-bel_Cyrl	23.27	38.48	0.895
mai_Deva-kmr_Latn	15.91	35.53	0.979
fra_Latn-lim_Latn	18.97	41.05	0.963
hye_Armn-arb_Arab	31.08	46.31	0.943
gle_Latn-bjn_Arab	4.30	14.64	1.020
pbt_Arab-srp_Cyrl	25.21	44.62	0.960
lua_Latn-tsn_Latn	13.06	35.39	0.904
amh_Ethi-gle_Latn	27.52	46.72	0.960
fur_Latn-nno_Latn	25.49	47.31	0.983
mai_Deva-ron_Latn	35.50	53.57	0.961
dzo_Tibt-bod_Tibt	5.18	24.53	0.925
afr_Latn-xho_Latn	21.31	45.89	1.058
ajp_Arab-bos_Latn	29.49	49.60	0.981
srd_Latn-ban_Latn	14.57	39.55	1.017
awa_Deva-bel_Cyrl	22.14	37.40	0.898
pan_Guru-mai_Deva	20.08	40.39	1.009
lvs_Latn-tgl_Latn	25.87	51.17	0.949
deu_Latn-smo_Latn	22.59	46.54	0.972
spa_Latn-ltg_Latn	23.56	42.97	1.021
lit_Latn-bug_Latn	6.56	29.95	0.994
pbt_Arab-pag_Latn	14.26	39.74	1.076
mni_Beng-mos_Latn	3.26	19.29	1.036
nob_Latn-gaz_Latn	10.42	35.00	0.988
fin_Latn-fon_Latn	4.89	20.16	1.051
nob_Latn-apc_Arab	23.28	38.59	0.973
deu_Latn-mlt_Latn	37.57	54.27	0.987
mni_Beng-mkd_Cyrl	21.78	41.98	0.979
ssw_Latn-asm_Beng	12.70	24.31	0.895
kmr_Latn-pol_Latn	19.04	37.06	0.965
vie_Latn-ary_Arab	16.87	32.95	0.978
som_Latn-kmb_Latn	3.26	22.16	0.876
ltz_Latn-swe_Latn	40.54	59.22	0.988
swh_Latn-slv_Latn	27.77	47.38	0.962
lao_Laoo-gla_Latn	20.87	43.38	1.022
bam_Latn-apc_Arab	11.50	26.00	0.945
pes_Arab-shn_Mymr	11.86	30.48	0.886
acq_Arab-azj_Latn	20.85	40.34	0.949
bam_Latn-gaz_Latn	6.14	28.15	1.027
fra_Latn-jpn_Jpan	16.78	24.49	0.975
uig_Arab-khm_Khmr	17.79	30.23	0.862
knc_Latn-twi_Latn	7.76	28.26	1.055
cym_Latn-heb_Hebr	39.02	53.49	0.973
tha_Thai-twi_Latn	11.24	33.73	0.997
ayr_Latn-pes_Arab	9.37	23.68	0.917
tzm_Tfng-heb_Hebr	14.26	30.01	0.976
swh_Latn-fra_Latn	37.01	54.65	0.990
scn_Latn-xho_Latn	18.52	41.62	1.034
ajp_Arab-awa_Deva	14.99	32.23	0.952
heb_Hebr-kon_Latn	16.69	42.93	0.980
bug_Latn-spa_Latn	16.90	37.76	0.919
bod_Tibt-oci_Latn	10.65	29.57	0.881
vec_Latn-pes_Arab	27.80	44.25	0.960
hye_Armn-tsn_Latn	19.81	43.68	0.960
san_Deva-yor_Latn	8.01	21.89	1.125
nno_Latn-lin_Latn	16.36	42.82	1.039
mya_Mymr-lmo_Latn	5.40	26.54	0.887
pag_Latn-fur_Latn	16.91	35.35	0.845
ewe_Latn-umb_Latn	2.46	22.76	0.763
arb_Arab-pbt_Arab	18.11	34.87	1.032
cym_Latn-eus_Latn	25.70	47.52	0.985
awa_Deva-jpn_Jpan	16.81	22.47	0.951
lua_Latn-arb_Arab	16.27	30.97	0.870
ckb_Arab-mlt_Latn	33.52	48.94	0.968
nya_Latn-hun_Latn	19.60	38.00	0.971
amh_Ethi-bug_Latn	6.08	28.85	0.978
min_Latn-aeb_Arab	16.40	32.19	0.951
bjn_Latn-plt_Latn	19.81	45.43	1.012
arb_Arab-hrv_Latn	30.21	50.67	1.004
tzm_Tfng-eus_Latn	10.86	32.50	1.048
kea_Latn-hye_Armn	31.82	45.94	0.941
spa_Latn-sot_Latn	14.69	40.36	0.993
ckb_Arab-smo_Latn	21.25	44.91	0.954
lit_Latn-gle_Latn	27.71	47.26	0.984
als_Latn-ajp_Arab	25.72	41.79	0.982
kin_Latn-kab_Latn	12.27	30.88	1.020
xho_Latn-knc_Latn	6.06	24.16	0.952
por_Latn-plt_Latn	21.81	48.98	1.064
ayr_Latn-sat_Beng	6.51	11.54	0.707
tam_Taml-pbt_Arab	16.67	32.87	0.993
jpn_Jpan-kbp_Latn	6.62	22.24	0.962
plt_Latn-acq_Arab	9.61	20.71	1.133
gaz_Latn-wol_Latn	5.94	24.87	1.112
pol_Latn-lim_Latn	14.48	36.02	0.924
bod_Tibt-nya_Latn	6.54	31.07	0.985
vec_Latn-sat_Beng	13.46	21.99	0.859
szl_Latn-zul_Latn	22.77	45.51	0.990
fra_Latn-bel_Cyrl	24.95	40.16	0.902
gaz_Latn-bul_Cyrl	22.88	41.52	0.950
azb_Arab-kik_Latn	4.99	23.01	0.917
mos_Latn-kmb_Latn	2.93	21.39	0.913
nus_Latn-knc_Arab	5.12	7.16	1.153
lus_Latn-ydd_Hebr	7.74	25.19	0.980
azb_Arab-snd_Arab	13.18	29.37	1.065
glg_Latn-ita_Latn	33.36	54.03	0.962
run_Latn-pag_Latn	13.86	38.67	1.093
est_Latn-tgl_Latn	26.68	51.72	0.938
pan_Guru-kas_Deva	4.18	16.45	0.832
hrv_Latn-bho_Deva	17.03	35.91	0.924
jav_Latn-kea_Latn	10.71	28.20	0.787
tam_Taml-hrv_Latn	25.27	45.88	0.996
bjn_Arab-dik_Latn	2.57	19.11	1.571
plt_Latn-knc_Latn	5.24	23.77	1.012
mya_Mymr-ltz_Latn	17.92	38.34	0.972
hau_Latn-bul_Cyrl	27.97	46.16	0.977
swe_Latn-mri_Latn	19.18	42.75	0.953
yor_Latn-hrv_Latn	16.74	36.12	0.944
xho_Latn-acq_Arab	9.06	19.88	1.114
ukr_Cyrl-lvs_Latn	29.11	49.60	0.969
ita_Latn-azj_Latn	21.37	40.27	0.959
isl_Latn-ssw_Latn	14.79	38.51	1.029
yor_Latn-pbt_Arab	12.47	27.43	0.995
bjn_Latn-asm_Beng	18.10	31.40	0.967
gle_Latn-isl_Latn	28.00	44.98	0.997
nld_Latn-mal_Mlym	25.66	40.28	0.960
run_Latn-srp_Cyrl	20.02	38.61	0.929
awa_Deva-lim_Latn	17.27	39.26	0.957
tgk_Cyrl-ilo_Latn	18.43	45.29	1.031
taq_Tfng-ars_Arab	3.99	13.13	1.146
nob_Latn-bam_Latn	7.15	27.85	0.999
guj_Gujr-azj_Latn	20.96	40.00	0.929
dyu_Latn-bod_Tibt	2.80	19.11	0.901
slv_Latn-ewe_Latn	13.59	35.78	1.017
bem_Latn-kea_Latn	8.77	26.42	0.834
glg_Latn-pap_Latn	33.36	53.35	0.995
hau_Latn-wol_Latn	7.45	26.89	1.126
apc_Arab-ydd_Hebr	13.22	32.56	1.031
shn_Mymr-eus_Latn	14.64	36.74	1.039
gla_Latn-snd_Arab	18.48	35.06	1.021
gla_Latn-kik_Latn	7.62	26.14	0.959
tel_Telu-lin_Latn	16.89	44.30	1.026
por_Latn-asm_Beng	20.35	34.10	0.984
knc_Arab-sun_Latn	1.68	15.37	1.164
ces_Latn-srd_Latn	26.89	48.14	0.999
rus_Cyrl-uig_Arab	14.82	29.39	0.943
kon_Latn-est_Latn	14.16	34.76	0.973
mlt_Latn-npi_Deva	25.23	43.57	1.043
bjn_Arab-uzn_Latn	9.61	30.22	1.068
bho_Deva-sna_Latn	14.29	38.24	0.954
fuv_Latn-mar_Deva	9.20	23.54	0.975
dik_Latn-ell_Grek	11.34	23.91	0.868
pol_Latn-jpn_Jpan	14.41	21.96	0.914
mar_Deva-twi_Latn	11.75	34.40	0.997
aeb_Arab-shn_Mymr	10.49	29.13	0.885
bul_Cyrl-fin_Latn	28.11	48.80	0.994
tgl_Latn-pan_Guru	27.63	40.87	0.949
acm_Arab-tso_Latn	18.80	44.41	1.035
epo_Latn-kas_Deva	3.54	15.28	0.813
bul_Cyrl-hne_Deva	22.68	43.42	0.948
pes_Arab-bos_Latn	29.04	49.45	0.969
hne_Deva-twi_Latn	11.88	34.52	1.021
khk_Cyrl-fon_Latn	4.45	18.62	1.033
cat_Latn-lij_Latn	30.11	47.97	1.008
szl_Latn-ewe_Latn	12.69	35.14	1.040
lus_Latn-fij_Latn	14.75	38.39	0.939
plt_Latn-som_Latn	13.79	37.44	0.975
lug_Latn-luo_Latn	10.27	32.11	0.905
snd_Arab-twi_Latn	11.07	33.57	1.036
tso_Latn-ben_Beng	21.37	35.11	0.950
swh_Latn-plt_Latn	19.50	45.05	1.022
kor_Hang-swe_Latn	28.29	48.61	0.969
ukr_Cyrl-mlt_Latn	34.36	51.41	0.970
ajp_Arab-shn_Mymr	11.20	30.14	0.882
ars_Arab-taq_Latn	3.19	21.02	1.005
lin_Latn-pap_Latn	21.25	40.78	0.919
ltg_Latn-glg_Latn	29.00	51.12	0.954
apc_Arab-mos_Latn	3.97	20.82	1.022
ukr_Cyrl-smo_Latn	21.40	45.39	0.949
fon_Latn-yue_Hant	5.61	7.83	0.831
pes_Arab-awa_Deva	16.63	35.61	0.998
lmo_Latn-glg_Latn	31.31	52.38	0.961
ilo_Latn-tel_Telu	27.68	42.20	0.962
sat_Beng-tel_Telu	17.10	32.71	0.992
apc_Arab-mkd_Cyrl	31.23	51.85	0.966
eus_Latn-gla_Latn	20.61	43.24	1.021
lin_Latn-ita_Latn	21.72	41.56	0.926
cat_Latn-vec_Latn	23.09	47.37	1.029
cat_Latn-rus_Cyrl	35.33	51.74	0.993
bam_Latn-lit_Latn	12.61	31.68	0.993
fuv_Latn-ltg_Latn	7.14	24.29	1.058
ssw_Latn-fra_Latn	24.92	42.89	0.983
lim_Latn-swe_Latn	36.46	55.45	0.967
ita_Latn-ars_Arab	24.29	39.27	0.927
san_Deva-ckb_Arab	12.84	32.87	1.031
uzn_Latn-ace_Latn	7.31	31.24	0.906
lus_Latn-mkd_Cyrl	16.42	35.80	0.948
taq_Tfng-azj_Latn	5.09	20.50	1.025
ssw_Latn-slv_Latn	19.48	38.71	0.950
guj_Gujr-ars_Arab	21.74	36.22	0.928
lus_Latn-mos_Latn	4.20	20.42	1.013
tur_Latn-isl_Latn	25.26	42.48	0.997
pbt_Arab-bem_Latn	8.50	32.18	0.916
kmr_Latn-mag_Deva	18.71	37.07	0.983
smo_Latn-aeb_Arab	13.49	28.70	0.947
swh_Latn-asm_Beng	17.03	30.26	0.919
bjn_Arab-scn_Latn	8.40	29.44	1.100
heb_Hebr-hat_Latn	23.83	47.05	1.022
vie_Latn-hin_Deva	26.78	44.78	0.951
heb_Hebr-lus_Latn	10.47	34.71	1.076
bjn_Arab-mni_Beng	11.90	24.94	1.058
slv_Latn-zul_Latn	21.39	44.58	0.982
ckb_Arab-lvs_Latn	23.44	44.11	0.949
sin_Sinh-knc_Arab	5.37	8.97	1.075
rus_Cyrl-quy_Latn	4.51	26.04	0.964
fra_Latn-dan_Latn	37.21	57.15	1.007
lit_Latn-fao_Latn	21.31	40.71	0.982
acm_Arab-vie_Latn	33.46	51.98	0.981
kin_Latn-nob_Latn	20.95	42.77	0.953
apc_Arab-fij_Latn	19.66	45.33	1.020
lit_Latn-min_Latn	18.93	43.50	0.960
sag_Latn-ayr_Latn	4.12	24.21	1.063
nob_Latn-lit_Latn	26.16	47.42	0.988
xho_Latn-som_Latn	13.84	37.57	0.944
deu_Latn-ory_Orya	24.26	39.48	0.963
tpi_Latn-hau_Latn	15.79	38.58	1.014
dik_Latn-vie_Latn	12.09	26.79	0.883
bak_Cyrl-tpi_Latn	12.38	37.25	0.761
fuv_Latn-sot_Latn	8.46	29.36	0.976
urd_Arab-twi_Latn	11.28	33.79	0.999
ace_Latn-cat_Latn	24.84	43.40	0.960
lug_Latn-san_Deva	4.15	18.74	0.858
awa_Deva-dan_Latn	34.03	54.46	0.972
ces_Latn-ban_Latn	13.48	38.65	0.994
epo_Latn-tur_Latn	31.88	50.97	0.962
kea_Latn-crh_Latn	20.53	40.45	0.991
aeb_Arab-bos_Latn	25.61	45.85	0.978
npi_Deva-acq_Arab	10.20	21.17	1.161
nya_Latn-umb_Latn	3.26	24.17	0.774
fur_Latn-ace_Arab	3.43	11.27	0.897
ewe_Latn-hun_Latn	14.63	32.10	0.924
ban_Latn-mri_Latn	17.99	40.78	0.971
kin_Latn-kam_Latn	4.90	24.80	1.066
bul_Cyrl-tgk_Cyrl	30.80	47.43	0.963
kon_Latn-szl_Latn	12.59	28.77	0.897
aeb_Arab-awa_Deva	13.34	30.30	0.966
kas_Deva-bul_Cyrl	21.49	40.28	1.011
ind_Latn-lin_Latn	19.24	45.87	1.014
dan_Latn-bho_Deva	18.58	37.62	0.952
amh_Ethi-min_Latn	18.18	42.43	0.932
bos_Latn-nus_Latn	12.85	26.94	1.066
zho_Hans-nld_Latn	23.66	46.62	1.031
tum_Latn-azj_Latn	13.01	30.74	0.985
ckb_Arab-ory_Orya	20.49	36.42	0.979
ell_Grek-mri_Latn	16.86	40.63	0.961
run_Latn-bem_Latn	9.24	32.69	0.865
tir_Ethi-kin_Latn	14.72	37.68	0.957
deu_Latn-lvs_Latn	30.13	50.33	0.972
amh_Ethi-fao_Latn	19.14	38.53	0.960
kas_Arab-yue_Hant	11.60	13.44	0.876
cat_Latn-nso_Latn	22.12	47.01	1.033
mni_Beng-ydd_Hebr	10.76	28.90	0.994
tpi_Latn-sna_Latn	13.99	36.77	0.950
kas_Deva-wol_Latn	4.95	23.79	1.253
tur_Latn-bjn_Arab	3.96	13.67	0.937
ace_Latn-dzo_Tibt	7.84	28.26	0.948
taq_Latn-tir_Ethi	7.12	13.97	1.051
grn_Latn-kmb_Latn	3.58	23.20	0.907
bjn_Latn-fra_Latn	34.85	53.14	0.964
tgl_Latn-npi_Deva	21.91	38.07	0.963
fao_Latn-ces_Latn	25.99	42.78	0.951
bjn_Latn-slv_Latn	26.02	45.69	0.956
kan_Knda-kmb_Latn	3.58	24.34	0.969
kat_Geor-snd_Arab	19.18	35.97	1.031
kat_Geor-kik_Latn	9.15	30.43	0.973
zsm_Latn-nus_Latn	13.14	27.25	1.056
vie_Latn-eng_Latn	39.72	61.49	1.079
ceb_Latn-nus_Latn	13.14	27.50	1.087
kin_Latn-lug_Latn	10.39	35.61	1.059
quy_Latn-bak_Cyrl	10.79	27.06	1.015
mlt_Latn-pan_Guru	31.20	44.39	0.960
khm_Khmr-zho_Hans	21.00	19.82	0.946
por_Latn-slv_Latn	33.39	52.53	0.978
kaz_Cyrl-zho_Hans	22.42	19.75	0.884
acq_Arab-ars_Arab	40.80	54.86	0.922
uig_Arab-epo_Latn	20.81	42.53	1.007
glg_Latn-amh_Ethi	25.02	33.78	1.037
tat_Cyrl-taq_Latn	3.08	19.94	0.902
spa_Latn-mar_Deva	20.83	38.88	0.980
zho_Hans-jav_Latn	16.98	43.01	0.978
umb_Latn-kik_Latn	6.05	24.87	0.815
umb_Latn-snd_Arab	7.37	19.14	0.833
mya_Mymr-run_Latn	11.49	33.53	1.039
pol_Latn-dan_Latn	29.07	49.97	0.977
npi_Deva-knc_Latn	4.66	22.82	1.029
epo_Latn-mai_Deva	16.74	36.35	0.977
por_Latn-fra_Latn	47.71	63.89	1.007
ilo_Latn-mal_Mlym	25.22	39.54	0.995
dzo_Tibt-dyu_Latn	1.57	16.88	0.972
hin_Deva-spa_Latn	25.55	47.66	0.928
ary_Arab-lin_Latn	15.57	42.46	0.994
sat_Beng-mal_Mlym	17.31	32.12	0.995
mlt_Latn-hye_Armn	35.73	49.66	0.961
mag_Deva-swe_Latn	36.74	56.29	0.993
amh_Ethi-khk_Cyrl	21.73	38.99	0.961
kam_Latn-fon_Latn	4.02	17.32	0.843
lij_Latn-pbt_Arab	18.12	34.36	1.015
xho_Latn-bod_Tibt	6.15	26.27	0.937
eng_Latn-nno_Latn	32.65	53.16	0.943
tha_Thai-tat_Cyrl	21.97	39.89	0.979
ita_Latn-lao_Laoo	24.74	40.11	0.973
bos_Latn-glg_Latn	33.58	54.76	0.956
pol_Latn-fin_Latn	25.57	46.38	0.966
knc_Latn-tat_Cyrl	11.47	27.80	1.009
jav_Latn-por_Latn	35.38	53.98	0.975
nob_Latn-kac_Latn	12.27	36.17	0.977
kir_Cyrl-urd_Arab	17.62	35.08	0.900
dyu_Latn-acq_Arab	2.16	7.56	1.381
lvs_Latn-sot_Latn	14.76	40.23	0.971
guj_Gujr-lao_Laoo	26.25	40.71	0.931
bul_Cyrl-jpn_Jpan	15.50	23.03	0.928
lij_Latn-hrv_Latn	30.96	50.86	1.005
scn_Latn-srd_Latn	30.07	50.75	0.993
cjk_Latn-ewe_Latn	6.22	24.90	1.039
tgl_Latn-crh_Latn	21.65	41.79	1.006
kab_Latn-zul_Latn	15.32	38.41	0.980
ilo_Latn-est_Latn	24.58	45.73	1.006
rus_Cyrl-kaz_Cyrl	28.78	47.68	1.006
lao_Laoo-uzn_Latn	21.36	42.04	0.976
mal_Mlym-grn_Latn	10.56	30.98	1.045
sat_Beng-est_Latn	12.07	32.46	0.996
bam_Latn-kac_Latn	9.82	32.79	1.005
est_Latn-ltg_Latn	25.35	44.03	0.993
gla_Latn-bho_Deva	14.85	32.95	0.957
bem_Latn-tum_Latn	11.55	33.39	0.804
afr_Latn-srd_Latn	31.27	51.93	0.991
sag_Latn-pag_Latn	8.98	30.82	1.055
mal_Mlym-zho_Hant	11.66	12.03	0.691
lua_Latn-sun_Latn	9.77	29.73	0.956
taq_Latn-tha_Thai	13.75	22.86	0.937
pan_Guru-mri_Latn	16.87	40.70	0.962
vec_Latn-kin_Latn	21.84	45.02	0.945
jav_Latn-sag_Latn	8.01	31.23	0.899
ajp_Arab-san_Deva	6.84	25.51	1.022
tuk_Latn-fur_Latn	21.97	41.57	0.944
ayr_Latn-kin_Latn	8.85	27.83	0.928
nld_Latn-szl_Latn	22.70	40.14	0.964
eng_Latn-tuk_Latn	22.83	42.46	0.905
bul_Cyrl-lim_Latn	16.04	37.80	0.925
wol_Latn-bem_Latn	7.02	28.68	0.920
fij_Latn-kbp_Latn	8.73	25.97	0.969
sag_Latn-srp_Cyrl	12.04	28.51	0.919
kas_Arab-ilo_Latn	15.87	43.58	1.058
som_Latn-arz_Arab	17.68	33.26	0.945
uig_Arab-gaz_Latn	9.43	33.15	0.992
bam_Latn-khm_Khmr	11.10	24.35	0.894
swe_Latn-kas_Deva	3.33	14.96	0.812
uig_Arab-apc_Arab	17.59	32.95	0.930
jav_Latn-tum_Latn	8.50	29.14	0.761
tur_Latn-ory_Orya	23.47	38.78	0.957
kmb_Latn-tam_Taml	9.69	23.78	0.823
bem_Latn-sag_Latn	8.88	33.47	0.985
aka_Latn-ace_Arab	2.88	13.31	1.003
zho_Hans-gle_Latn	23.91	44.78	1.042
ckb_Arab-bjn_Arab	3.47	11.10	0.894
knc_Arab-arb_Arab	3.27	13.65	0.908
ceb_Latn-glg_Latn	31.22	52.26	0.951
tpi_Latn-heb_Hebr	23.81	38.19	0.953
plt_Latn-bod_Tibt	6.14	26.57	0.971
mal_Mlym-azb_Arab	3.52	20.92	1.101
zsm_Latn-glg_Latn	30.43	52.18	0.939
deu_Latn-isl_Latn	29.94	46.76	0.997
awa_Deva-fin_Latn	25.45	46.53	0.984
min_Latn-slv_Latn	25.19	45.53	0.979
ibo_Latn-ces_Latn	20.76	37.80	0.927
mri_Latn-oci_Latn	19.96	39.32	0.947
lao_Laoo-dik_Latn	4.19	21.53	1.441
hrv_Latn-kik_Latn	10.42	31.65	0.899
hrv_Latn-snd_Arab	21.56	37.69	0.995
dyu_Latn-knc_Latn	3.11	18.84	1.067
heb_Hebr-lin_Latn	18.34	46.23	1.028
bem_Latn-por_Latn	25.44	43.94	0.977
war_Latn-ewe_Latn	14.66	36.95	1.040
nob_Latn-khm_Khmr	20.12	33.57	0.872
min_Latn-fra_Latn	34.34	52.54	0.987
kea_Latn-npi_Deva	23.65	41.38	0.976
mkd_Cyrl-run_Latn	16.44	39.14	1.022
azb_Arab-bho_Deva	10.67	28.46	0.962
tur_Latn-lvs_Latn	26.30	46.99	0.965
bem_Latn-kor_Hang	11.59	21.48	1.078
lmo_Latn-nus_Latn	11.55	26.62	1.168
swh_Latn-aeb_Arab	16.80	32.09	0.922
tpi_Latn-eus_Latn	17.38	38.52	0.978
bel_Cyrl-pol_Latn	21.84	40.36	0.997
dzo_Tibt-acq_Arab	2.51	6.80	1.189
mar_Deva-tat_Cyrl	25.19	43.36	0.996
nno_Latn-kon_Latn	17.23	42.35	0.962
eus_Latn-mni_Beng	20.44	31.97	0.993
jav_Latn-deu_Latn	29.64	49.49	0.951
ces_Latn-xho_Latn	17.46	41.48	1.042
fra_Latn-fin_Latn	30.16	50.38	1.011
deu_Latn-bjn_Arab	4.11	14.83	0.943
eus_Latn-scn_Latn	17.09	39.66	1.013
hye_Armn-sun_Latn	14.41	39.29	1.029
nso_Latn-pol_Latn	21.93	38.95	0.946
lug_Latn-shn_Mymr	8.57	25.86	0.757
mal_Mlym-aka_Latn	8.34	30.69	0.937
kir_Cyrl-prs_Arab	17.58	37.45	0.961
jav_Latn-ukr_Cyrl	26.83	44.44	0.954
ltg_Latn-nus_Latn	11.47	26.41	1.141
zho_Hans-bug_Latn	4.76	27.36	1.123
hat_Latn-nno_Latn	21.66	43.50	0.928
mri_Latn-nya_Latn	12.85	38.78	1.023
acq_Arab-lao_Laoo	26.02	40.28	0.970
ajp_Arab-luo_Latn	13.70	37.57	0.951
bjn_Arab-gla_Latn	10.30	32.63	1.125
mos_Latn-arz_Arab	6.44	20.17	1.307
swe_Latn-mai_Deva	17.77	37.14	0.988
bug_Latn-kmr_Latn	10.93	29.16	0.962
isl_Latn-ita_Latn	26.58	46.67	0.930
apc_Arab-taq_Tfng	4.06	15.53	0.922
cat_Latn-ast_Latn	31.12	54.31	1.018
ind_Latn-lus_Latn	12.35	35.88	1.048
tuk_Latn-kan_Knda	27.53	43.01	0.967
ckb_Arab-isl_Latn	24.74	42.33	0.974
ind_Latn-hat_Latn	23.32	46.08	1.008
sna_Latn-ltz_Latn	17.81	37.05	0.985
smo_Latn-asm_Beng	15.49	28.63	0.983
bug_Latn-ron_Latn	20.86	39.23	0.937
sot_Latn-pol_Latn	23.43	40.67	0.965
spa_Latn-tgl_Latn	25.96	51.68	0.999
uig_Arab-bam_Latn	5.25	25.79	1.018
fon_Latn-ilo_Latn	9.33	32.76	0.943
azj_Latn-wol_Latn	5.78	25.29	1.181
swe_Latn-tur_Latn	32.21	51.10	0.976
san_Deva-zsm_Latn	19.95	45.42	1.000
sin_Sinh-kir_Cyrl	21.79	40.43	1.033
glg_Latn-ssw_Latn	15.73	40.56	1.033
azj_Latn-bul_Cyrl	29.08	48.78	1.023
isl_Latn-pap_Latn	25.69	45.66	0.946
bul_Cyrl-bel_Cyrl	25.55	40.70	0.895
nus_Latn-slk_Latn	11.35	28.55	0.952
